party,party_sentence,topic_code,coalition_sentence,similarity_score
SPD,Diese Interoperabilität werden wir gesetzlich vorschreiben.,403,"B. beim Initiativrecht; vorzugsweise in den Verträgen, andernfalls interinstitutionell.",0.7213033
SPD,"Sie dient dazu, das offene demokratische Gespräch unserer Gesellschaft zu stärken.",202.1,"Wir entwickeln das Humboldt Forum als Ort der demokratischen, weltoffenen Debatte.",0.7212705
SPD,"Sie soll nicht erst im Fall der Arbeitslosigkeit auf den Plan treten, sondern dabei helfen, diese gar nicht erst entstehen zu lassen.",701,"Für Menschen in Arbeitslosigkeit und in der Grundsicherung weiten wir die eigenständige Förderung von Grundkompetenzen aus und stellen klar, dass die Vermittlung in Arbeit keinen Vorrang vor einer beruflichen Aus- und Weiterbildung hat, die die Beschäftigungschancen stärkt.",0.72126323
SPD,Darin zeigt sich unser Anspruch eines modernen und kooperativen Regierens.,405,Wir wollen ein neues kooperatives Miteinander mit den Kommunen.,0.7212483
SPD,Nach wie vor ist der Neubau von 100.000 Sozialwohnungen jährlich erforderlich.,504,Für Gemeinden über 100.000 Einwohnerinnen bzw.,0.7211892
SPD,Den Schienengüterverkehr wollen wir ausbauen und modernisieren.,411,Bei neuen Gewerbe- und Industriegebieten soll die Schienenanbindung verpflichtend geprüft werden.,0.7211617
SPD,Doch auch dann wird uns Corona noch begleiten.,000,Wir werden die konkreten Rückzahlmodalitäten der Corona-Hilfen prüfen.,0.72115886
SPD,Wir brauchen eine Modernisierungsoffensive für den öffentlichen Dienst,303,Die Modernisierung des Staates gelingt nur mit einem starken Öffentlichen Dienst.,0.72107315
SPD,Wir brauchen deshalb ein Jahrzehnt des entschlossenen Ausbaus der erneuerbaren Energien.,416.2,Außerdem bedarf es einer raschen und umfassenden Reform der Finanzierungsarchitektur des Energiesystems.,0.7210241
SPD,"Wir werden für eine deutlich bessere Vereinbarkeit von Familie und Beruf sorgen,",701,Wir wollen den Rechtsrahmen für Familien modernisieren.,0.72102267
SPD,Wir werden das Wahlalter für junge Menschen auf 16 Jahre senken.,202.1,"Wir wollen das Grundgesetz ändern, um das aktive Wahlalter für die Wahl zum Deutschen Bundestag auf 16 Jahre zu senken.",0.72098774
SPD,Die Kriterien zur Regelsatzermittlung werden wir weiterentwickeln und Betroffene und Sozialverbände mit einbeziehen.,504,Im Dialog mit den Sozialpartnern werden wir weitere Schritte zur Stärkung der Tarifbindung erarbeiten und hierbei insbesondere Möglichkeiten für weitere Experimentierräume erörtern.,0.72098476
SPD,Menschen mit Behinderungen sollen bessere Chancen auf dem Arbeitsmarkt erhalten.,503,"Wir werden die neu geschaffenen einheitlichen Ansprechstellen für Arbeitgeber weiterentwickeln und 79 eine vierte Stufe der Ausgleichsabgabe für jene einführen, die trotz Beschäftigungspflicht keinen Menschen mit Behinderungen beschäftigen.",0.720951
SPD,"Wir werden hier weiter investieren und ein Modernisierungsprogramm des Bundes aufsetzen, das sowohl den Sanierungsbedarf der Schulgebäude als auch die digitale Ausstattung umfasst.",506,"Wir werden serielles Sanieren vorantreiben, indem wir das Förderprogramm fortführen und innerhalb des BEG ausweiten.",0.72088003
SPD,Wir werden den Aufbau einer globalen Steuerkoordinationsstelle bei der UN und die OECD in ihrem Kampf gegen Gewinnverkürzung und Gewinnverlagerung unterstützen.,107,Wir werden uns weiter aktiv für die Einführung der globalen Mindestbesteuerung einsetzen.,0.7208061
SPD,Der im Rahmen der Vereinten Nationen beschlossene und inzwischen in Kraft getretene Atomwaffenverbotsvertrag bringt eine weitere Dynamik in die Bemühungen für eine nuklearwaffenfreie Welt.,105,"Wir setzen uns mit Nachdruck für ein Nachfolgeabkommen zu NewSTART ein, das neben neuen strategischen Nuklearwaffensystemen auch solche kurzer und mittlerer Reichweite umfasst.",0.720774
SPD,Wir wollen die Freiheit und Rechtstaatlichkeit in Europa schützen und die EU zur modernsten Demokratie der Welt machen.,202.1,Wir werden europäisches Recht bürokratiearm und bürgernah umsetzen.,0.7207677
SPD,Eine Verlängerung der täglichen Arbeitszeit schließen wir aus.,701,Vertrauensarbeitszeit) weiterhin möglich sein.,0.7207641
SPD,"und die Förder- und Kreditprogramme für den Mittelstand im Bereich Umwelt-, Klima- und Ressourcenschutz ausbauen.",402,Wir streben eine Verankerung der gemeinsamen Finanzierung von Bund und Ländern zur Klimavorsorge und Klimaanpassung an und wollen sie mit ausreichend finanziellen Mitteln ausstatten.,0.7207007
SPD,"Junge Menschen in Ausbildung sollen durch direkte, elternunabhängige Auszahlung des neuen Kindergeldes finanziell abgesichert werden",504,"Bis zur tatsächlichen Einführung der Kindergrundsicherung werden wir von Armut betroffene Kinder, die Anspruch auf Leistungen gemäß SGB II, SGB XII oder Kinderzuschlag haben, mit einem Sofortzuschlag absichern.",0.7203907
SPD,"Dafür werden wir eine attraktive, vergütete und schulgeldfreie Ausbildung schaffen, für mehr Ausbildungskapazitäten an Fachschulen und in den Studiengängen zur sozialen Arbeit und Kindheitspädagogik sorgen, mehr Karriereoptionen für die Fachkräfte schaffen und Beschäftigungsverhältnisse anstreben, die eine eigenständige Existenzsicherung ermöglichen.",701,"Dazu stärken wir die frühkindliche Bildung, legen den Digitalpakt 2.0 auf und machen das BAföG elternunabhängiger und bauen es für die Förderung der beruflichen Weiterbildung aus.",0.72025055
SPD,Die Kriterien zur Regelsatzermittlung werden wir weiterentwickeln und Betroffene und Sozialverbände mit einbeziehen.,504,Wir prüfen die Einführung eines Innenentwicklungsmaßnahmengebietes.,0.7202493
SPD,"Seenotrettung ist eine Verpflichtung aus dem internationalen Seerecht und darf nicht kriminalisiert werden, sondern sollte auch staatlich durch die EU gewährleistet werden.",201.2,Die zivile Seenotrettung darf nicht behindert werden.,0.7201945
SPD,Diese werden wir vorantreiben.,107,Den Aufbau von Plattformräten werden wir voranbringen.,0.7201729
SPD,"In einem Zukunftspakt zwischen Bund, Ländern, Kommunen und kommunalen Spitzenverbänden vereinbaren wir verbindliche Ausbauziele für erneuerbare Energien wie Sonne, Wind und Geothermie.",416.2,Dies werden wir u. a. durch den Zubau von Offshore- Windenergie sowie europäische und internationale Energiepartnerschaften sicherstellen.,0.7200636
SPD,"Wir brauchen daher gut ausgestattete, effektiv arbeitende Datenschutzaufsichtsbehörden.",605.1,Den Rechtsschutz sowie die Datenaufsicht durch den Bundesbeauftragten für den Datenschutz und die Informationsfreiheit (BfDI) stärken wir deutlich.,0.7200435
SPD,"die universelle Geltung der Menschenrechte,",201.2,Menschenrechte Menschenrechtspolitik umfasst alle Aspekte staatlichen Handelns auf internationaler wie auch innenpolitischer Ebene.,0.7200116
SPD,Das Instrument des qualifizierten Mietspiegels wollen wir bundesweit nach einheitlichen und damit rechtssicheren Kriterien ausgestalten und seine Bedeutung stärken.,412,Einwohnern werden qualifizierte Mietspiegel verpflichtend.,0.71999276
SPD,"Wir werden deshalb den Vorschlag eines neuen, bundesweiten und einheitlichen Personalbemes- sungsrahmens voranbringen.",302,Wir werden daher Eingliederungs- und Verwaltungstitel entsprechend ausstatten.,0.71997094
SPD,Die Kriterien zur Regelsatzermittlung werden wir weiterentwickeln und Betroffene und Sozialverbände mit einbeziehen.,504,Für die notwendigen Veränderungsprozesse werben wir um Akzeptanz und werden unsere Ziele dialogorientiert umsetzen und die Maßnahmen regelmäßig überprüfen.,0.7199696
SPD,und die Schaffung von bezahlbarem Wohnraum in den Kommunen unterstützen.,504,"Dies erleichtert den Kommunen, die Kosten der Unterkunft und Heizung als regionalspezifische Pauschalen auszuzahlen.",0.7199255
SPD,"Das System der Fallpauschalen werden wir auf den Prüfstand stellen, die Pauschalen überarbeiten und wo nötig abschaffen.",504,Die aktuelle Architektur wird spätestens zur Mitte der Legislaturperiode überprüft und im Sinne der Zielerreichung angepasst.,0.71989644
SPD,Gleichzeitig stellt die Bewältigung der Corona-Pandemie und ihrer Folgen die größte Herausforderung der Europäischen Union (EU) seit ihrer Gründung dar.,108,"Was das Land herausfordert Wir übernehmen Verantwortung in einer Zeit, in der die Corona-Pandemie das Land weiter stark belastet.",0.719891
SPD,"Nun wollen wir auch ein Gesetz zur Rückverfolgung auf dem Weltmarkt gehandelter Güter auf europäischer Ebene verankern, mit verbindlichen und sanktionsbewehrten Regeln, Zugang zu Ge- richten in Europa und Entschädigung der Opfer.",108,"Wir setzen uns auf EU-Ebene für eine rechtlich verbindliche Regelung ein, die den Import von Produkten und Rohstoffen, die mit Entwaldung verbunden sind, verhindert.",0.7198843
SPD,Das Asylsystem soll weiter europäisiert und das Europäische Unterstützungsbüro für Asylfragen zu einer vollwertigen europäischen Asylagentur ausgebaut werden.,108,"Der Asylantrag von Menschen, die in der EU ankommen oder bereits hier sind, muss inhaltlich geprüft werden.",0.7198081
SPD,"Wir werden daher die Agrarförderung so ausrichten, dass eine umweltschonende Landwirtschaft im Wettbewerb mithalten kann.",416.2,"Dafür streben wir an, ein durch Marktteilnehmer getragenes finanzielles System zu entwickeln, mit dessen Einnahmen zweckgebunden die laufenden Kosten landwirtschaftlicher Betriebe ausgeglichen und Investitionen gefördert werden ohne den Handel bürokratisch zu belasten.",0.71978337
SPD,"Diese Förderung soll so ausgerichtet sein, dass sie auch von Geringverdiener*innen in Anspruch genommen werden kann.",504,"Wir werden die rechtlichen Rahmenbedingungen schaffen, um Guthaben auf verwaisten Konten zur Förderung des Gemeinwohls nutzen zu können.",0.7197586
SPD,Bund und Länder müssen als attraktiver öffentlicher Dienst untereinander wieder durchlässiger werden und gleichzeitig gegenüber der Wirtschaft wettbewerbsfähig sein.,303,Dafür muss die öffentliche Hand Impulse setzen und faire Rahmenbedingungen national und im europäischen Binnenmarkt schaffen.,0.7197564
SPD,Wir werden sie zu einer modernen Innovations- und Investitionsagentur weiterentwickeln.,403,"Dazu werden wir die Deutsche Agentur für Transfer und Innovation (DATI) gründen, um soziale und technologische Innovationen insbesondere an den HAW und kleinen und mittleren Universitäten in Zusammenarbeit u. a. mit Startups, KMU sowie sozialen und öffentlichen Organisationen zu fördern.",0.7197274
SPD,"Deshalb werden wir den pädagogischen, stärkenorientierten Ansatz der Kinder- und Jugendhilfe ebenso einbeziehen,",506,Für Kinder und Jugendliche in der PKV soll zukünftig das Prinzip der Direktabrechnung gelten.,0.7196336
SPD,"Wir werden die Entwicklung gemeinsamer Märkte und Infrastrukturen vorantreiben,",108,Netzinfrastrukturen wollen wir in Zukunft auf allen politischen Ebenen stärker gemeinsam und vorausschauend planen.,0.71960557
SPD,"Wir werden ein dauerhaftes, regelmäßiges und unabhängiges Monitoring der Gesetze im Sicherheitsbereich schaffen.",605.1,Private Sicherheitsdienste werden wir mit verbindlichen Standards in einem eigenen Gesetz regulieren.,0.71959656
SPD,Es gibt eine gemeinsame Verantwortung aller Beteiligten vor allem für den erforderlichen Neubau sowie die Quartiersentwicklung und den Klimaschutz.,405,"Alle Sektoren werden einen Beitrag leisten müssen: Verkehr, Bauen und Wohnen, Stromerzeugung, Industrie und Landwirtschaft.",0.71959436
SPD,"Wir setzen uns dafür ein, dass sie in Deutschland und der ganzen EU eine breite Debatte zur europäischen Demokratie und Handlungsfähigkeit initiiert und ihre Ergebnisse umgesetzt werden.",108,"Wir begrüßen, dass die Koalitionsfraktionen beabsichtigen, eine Kooperationsabrede zu treffen, um diesem Anspruch gerecht zu werden: Die Geschäftsordnung des Deutschen Bundestages soll reformiert, die Fragestunde und die Befragung der Bundesregierung dynamischer und interaktiver gestaltet, das Parlament bei internationalen Angelegenheiten insbesondere durch Regierungserklärungen gestärkt und für bestimmte Ausschüsse sollen öffentliche Sitzungen, die in Echtzeit übertragen werden, zur Regel werden.",0.719533
SPD,"Wir werden es nicht zulassen, dass nationalistischer Hass und populistische Hetze Europa spalten.",606.1,Die EU und Deutschland dürfen nicht erpressbar sein.,0.7193117
SPD,Die Digitalisierung kann die Versorgungsqualität und die Effizienz verbessern und Fachkräfte von Aufgaben entlasten.,504,"Wir brauchen einen Digitalisierungsschub zum Abbau von Bürokratie, zur einfachen Handhabung von Freizügigkeit, schnelleren Geltendmachung bestehender Ansprüche sowie zur Erleichterung des Kampfs gegen Betrug und Missbrauch.",0.71929526
SPD,"Zusammen mit der Kapitalmarktunion soll durch die Vollendung der Bankenunion ein europäischer Kapitalmarkt geschaffen werden, der die wettbewerbsfähige Finanzierung europäischer Unternehmen sicherstellt.",108,"Das europäische Finanzmarktaufsichtsrecht machen wir fit für die Digitalisierung und für komplexe Konzernstrukturen, um eine ganzheitliche und risikoadäquate Aufsicht über neue Geschäftsmodelle sicherzustellen.",0.71926445
SPD,"Wir setzen uns für ein neu geordnetes Wettbewerbs- und Beihilferecht ein, das Wettbewerbsnachteile gegenüber anderen großen Wirtschaftsräumen verringert.",403,Wir wollen im zunehmenden Wettbewerb mit China faire Spielregeln.,0.71917015
SPD,und uns für die Tarifbindung im Handwerk einsetzen.,701,Öffentliche Ausschreibungen und Beschaffungsprozesse gestalten wir z.,0.71906567
SPD,"Zusätzlich werden wir Forschung, Entwicklung und Pilotprojekte vorantreiben, damit Schiffe, Flugzeuge und Laster kein klimaschädliches CO2 mehr ausstoßen.",416.2,Wir werden das Flottenerneuerungsprogramm für die klimafreundliche Binnenschifffahrt anpassen.,0.7190596
SPD,Wonach wir streben.,,Ziele sind u. a.,0.7188651
SPD,"Außerdem muss die Umsetzung in den zuständigen Verwaltungseinheiten, durch hinreichende Personalausstattung und geeignete Fortbildungsmaßnahmen sichergestellt werden.",303,Eine passgenaue und ganzheitliche Unterstützung erfordert einen ausreichend dimensionierten Betreuungsschlüssel und gut qualifiziertes Personal bei den Jobcentern.,0.71884257
SPD,1.0. Zukunft.,,Die zum 1.,0.7187963
SPD,Unser Ziel ist eine Mobilitätsgarantie:,411,Wir schaffen ein Mobilitätsdatengesetz und stellen freie Zugänglichkeit von Verkehrsdaten sicher.,0.71870345
SPD,"und den klimafreundlichen Infrastrukturausbau auf Grundlage eines neuen, gesamtgesellschaftlichen Infrastrukturkonsenses gestalten.",411,"Wir unterstützen Kommunen bei Investitionen in Klimaresilienz, insbesondere in eine klimafeste Wasserinfrastruktur, die Extremniederschlägen und Niedrigwasser Rechnung trägt.",0.71865773
SPD,4.4. Europäische Nachbarschaften pflegen. . . . . . . . . > 59,,"66 Sozialstaat, Altersvorsorge, Grundsicherung ....................................................................................",0.7186479
SPD,Für viele Bürger*innen und Unternehmen bedeutet diese Krise harte Einschränkungen.,000,"Sie bedeutet für viele großes Leid, geht einher mit existenziellen Sorgen und verlangt allen erhebliche Einschränkungen ab.",0.7186197
SPD,Wir werden die wissenschaftliche und gesichtsdidaktische Aufbereitung der Zeitzeugenberichte und des Quellenmaterials zur NS-Zeit besser unterstützen.,602.1,Zudem wollen wir den Gesamteinsatz in einer Enquete- Kommission mit wissenschaftlicher Expertise evaluieren.,0.71859497
SPD,3.11. Kultur fördern . . . . . . . . . . . . . . . . . . . . . . . . . . . > 48,,116 Kultur- und Medienpolitik ...............................................................................................................,0.7185019
SPD,- auch bei Medikamenten brauchen wir einen Sicherstellungsauftrag.,504,Modelle zum Drugchecking und Maßnahmen der Schadensminderung ermöglichen und bauen wir aus.,0.7184119
SPD,Der massive Ausbau der erneuerbaren Energien,416.2,Die neue Bundesregierung wird den Ausbau der Erneuerbaren Energien zu einem zentralen Projekt ihrer Regierungsarbeit machen.,0.71834433
SPD,"In den 20er Jahren des 21. Jahrhunderts entscheidet sich, welche Rolle Deutschland und Europa in der Welt spielen werden.",000,"Als größte Industrie- und Exportwirtschaft Europas steht Deutschland in den 2020er Jahren jedoch vor tiefgreifenden Transformationsprozessen im globalen Wettbewerb – von der Dekarbonisierung zur Einhaltung des 1,5-Grad-Pfads über die digitale Transformation bis hin zum demografischen Wandel.",0.7181919
SPD,Gut integrierten Menschen ohne gesicherten Aufenthalt wollen wir ein dauerhaftes Bleiberecht ermöglichen.,602.2,"Besondere Integrationsleistungen von Geduldeten würdigen wir, indem wir nach sechs bzw. vier Jahren bei Familien ein Bleiberecht eröffnen (§ 25b AufenthG).",0.71817636
SPD,"Für eine gute Geburtsbegleitung ist ein Betreuungsschlüssel für Hebammen notwendig, der eine Eins-zu-eins-Betreuung im Kreißsaal vorsieht.",701,Wir evaluieren mögliche Fehlanreize rund um Spontangeburten und Kaiserschnitte und führen einen Personalschlüssel für eine 1:1-Betreuung durch Hebammen während wesentlicher Phasen der Geburt ein.,0.71817553
SPD,Wir werden mit einer langfristig angelegten Industriestrategie Planungssicherheit für den sozial- ökologischen Umbau unserer Wirtschaft schaffen.,404,"Wir werden Planungssicherheit geben, indem wir dauerhaft hohe Investitionszusagen treffen und diese in einer langfristigen Investitionsplanung darlegen.",0.718148
SPD,Es gibt eine gemeinsame Verantwortung aller Beteiligten vor allem für den erforderlichen Neubau sowie die Quartiersentwicklung und den Klimaschutz.,405,Der Bund steht zur gemeinsamen Verantwortung für die notwendigen Hafeninfrastrukturen.,0.7181183
SPD,Sie können unser Leben und unseren Alltag erleichtern.,411,"Es geht darum, das Leben für die Bürgerinnen und Bürger leichter zu machen.",0.71808815
SPD,Existenzgründungen von Frauen und in der Fläche werden wir mit eigenen Programmen gezielt fördern.,402,Frauen im Handwerk werden wir stärken.,0.71802163
SPD,"Unser Ziel ist, alle Beschäftigungsverhältnisse in die soziale Sicherung einzubeziehen.",504,Die Mittel aus der Ausgleichsabgabe wollen wir vollständig zur Unterstützung und Förderung der Beschäftigung auf dem allgemeinen Arbeitsmarkt einsetzen.,0.71794605
SPD,Wir stärken die Kommunen bei der Einrichtung und beim Betreiben der integrierten medizinischen Versorgungszentren.,301,Bei der pflegerischen Versorgung vor Ort räumen wir den Kommunen im Rahmen der Versorgungsverträge verbindliche Mitgestaltungsmöglichkeiten ein.,0.71791506
SPD,werden wir auch die generelle Möglichkeit von Mehrstaatigkeit gesetzlich verankern.,607.2,"Soweit erforderlich, bieten wir Gespräche über eine Grundgesetzänderung an.",0.71783936
SPD,"Wir setzen uns dafür ein, dass aus dem Wiederaufbaufonds und der in der Krise gestärkten europäischen Solidarität ein dauerhafter Integrationsfortschritt wird.",108,Wir wollen die Wirtschafts- und Währungsunion stärken und vertiefen.,0.71783143
SPD,"durch Förderung von Wissenschaft und Forschung,",411,"Starke Wissenschaft und Forschung sind dabei die Garanten für Wohlstand, Lebensqualität, sozialen Zusammenhalt und eine nachhaltige Gesellschaft.",0.7176647
SPD,"Wir werden daher die Agrarförderung so ausrichten, dass eine umweltschonende Landwirtschaft im Wettbewerb mithalten kann.",416.2,Kooperationen zwischen Naturschutz und Landwirtschaft sollen für die landwirtschaftliche Förderung eine rechtliche Grundlage erhalten.,0.71766275
SPD,Möglichst viel Kunststoff muss aufbereitet und wiederverwendet werden.,416.2,Wir nehmen chemisches Recycling im Verpackungsgesetz als Recyclingoption auf.,0.7173317
SPD,"Wir stellen sicher, dass mit der Vermögenssteuer keine Arbeitsplätze gefährdet werden.",701,Eine doppelte Rentenbesteuerung werden wir auch in Zukunft vermeiden.,0.7172955
SPD,"Wir setzen uns ein für Biodiversitätspolitik, um Ökosysteme zu schützen und wiederherzustellen.",501,Auf der Biodiversitätskonferenz setzen wir uns für einen ambitionierten neuen globalen Rahmen ein.,0.7172872
SPD,und nachhaltige Wirtschaft finanzieren zu können.,416.2,Die Bundesregierung wird auf Basis der Empfehlungen des Sustainable Finance Beirats eine glaubwürdige Sustainable Finance Strategie mit internationaler Reichweite implementieren.,0.71725804
SPD,und die Aufnahmebereitschaft von europäischen Kommunen und Städten fördern und unterstützen.,108,Wir schaffen ein Bundesprogramm zu Stärkung der gesellschaftlichen Teilhabe und Integration von Menschen aus (Süd)ost-Europa.,0.7171698
SPD,"Dazu gehört, dass offensichtliche Schutzlücken bei kleinen Selbständigen und Kreativen beseitigt werden und deren soziale Absicherung verbessert wird.",504,"Wir werden soloselbstständige und hybrid beschäftigte Kreative besser absichern und Bürokratie abbauen, die KSK finanziell stabilisieren und die erhöhte Zuverdienstgrenze aus selbstständiger nicht-künstlerischer Tätigkeit erhalten.",0.7170225
SPD,"Damit alle, die damit verbundenen Möglichkeiten nutzen können, lenken wir unser Augenmerk auf die Weiterbildung.",506,Die Nationale Weiterbildungsstrategie wollen wir mit einem stärkeren Fokus auf die allgemeine Weiterbildung fortsetzen.,0.716908
SPD,Dazu werden wir die Gleichstellungsstrategie der Bundesregierung zu einem verbindlichen Fahrplan mit konkreten und wirksamen Maßnahmen für alle Politikbereiche weiterentwickeln.,503,Wir werden den nationalen Aktionsplan Wirtschaft und Menschenrechte im Einklang mit dem Lieferkettengesetz überarbeiten.,0.71690387
SPD,und auch Start-ups fördert.,402,Wir werden die Mitarbeiterkapitalbeteiligung für Start-ups attraktiver gestalten.,0.71683884
SPD,"Wir werden ein dauerhaftes, regelmäßiges und unabhängiges Monitoring der Gesetze im Sicherheitsbereich schaffen.",605.1,"Wir regeln Voraussetzungen für den Einsatz von V-Personen, Gewährspersonen und sonstigen Informantinnen und Informanten aller Sicherheitsbehörden gesetzlich und machen sie unter Wahrung der notwendigen Anonymität parlamentarisch überprüfbar.",0.7168293
SPD,"Um in Deutschland bis spätestens 2045 treibhausgasneutral leben, arbeiten und wirtschaften zu können, werden wir dafür sorgen, dass wir unseren Strom spätestens bis zum Jahr 2040 vollständig aus erneuerbaren Energien beziehen.",416.2,"Die bis zur Versorgungssicherheit durch Erneuerbare Energien notwendigen Gaskraftwerke müssen so gebaut werden, dass sie auf klimaneutrale Gase (H2-ready) umgestellt werden können.",0.7168227
SPD,"Außerdem werden wir dafür sorgen, dass für Unternehmen, die im internationalen Wettbewerb stehen, auch der Industriestrompreis wettbewerbsfähig ist.",402,Wir werden Marktpreise bei der künftigen KWK-Förderung angemessen berücksichtigen.,0.7167253
SPD,Die europäische Zusammenarbeit werden wir ausbauen.,108,Bologna- Kooperationen mit Nachbarländern vertiefen wir.,0.7166665
SPD,"Das System der Fallpauschalen werden wir auf den Prüfstand stellen, die Pauschalen überarbeiten und wo nötig abschaffen.",504,"Im Laufe der Wahlperiode werden wir die Wirkung der Grundrente evaluieren, Verbesserungsvorschläge erarbeiten, insbesondere auch zum Prüfungsaufwand bei Kapitalerträgen.",0.71662736
SPD,sowie mehr Räume für Jugendarbeit schaffen.,504,"Die Arbeit, auch der im Aufbau befindlichen Jugendwerke, setzen wir fort.",0.71660954
SPD,"Durch vorbeugende Maßnahmen wollen wir verhindern, dass Bürger*innen Opfer von Kriminalität werden.",605.1,"Damit stärken wir die zivilgesellschaftliche Beratungs-, Präventions- und Ausstiegsarbeit sowie das Empowerment von Betroffenengruppen und werden sie vor Angriffen schützen.",0.7165641
SPD,"Dafür werden wir die Absicherung in der Künstlersozialversicherung ebenso wie in der Renten-, Kranken- und Arbeitslosenversicherung verbessern.",504,"Die Sonderregelung für unständig Beschäftigte in der Arbeitslosenversicherung, insbesondere für Kulturschaffende, entfristen wir und prüfen Vereinfachung und Weiterentwicklung.",0.71641374
SPD,Ebenso werden wir für Abgeordnete die Anzeigepflicht für Unternehmensbeteiligung und Aktionenoptionen verschärfen,304,"Wir werden die Konzernzurechnung aus dem Mitbestimmungsgesetz auf das Drittelbeteiligungsgesetz übertragen, sofern faktisch eine echte Beherrschung vorliegt.",0.71638834
SPD,Dabei werden wir auch Regelungen für den Geschwisternachzug zu unbegleiteten minderjährigen Flüchtlingen schaffen.,602.2,Wir werden beim berechtigten Elternnachzug zu unbegleiteten Minderjährigen die minderjährigen Geschwister nicht zurücklassen.,0.7162824
SPD,"Das System der Fallpauschalen werden wir auf den Prüfstand stellen, die Pauschalen überarbeiten und wo nötig abschaffen.",504,Wir werden das Forstschädenausgleichsgesetz evaluieren und passen es gegebenenfalls an.,0.7161237
SPD,Wir sind gegen eine Klarnamenpflicht im Netz,201.2,Zum Schutz der Informations- und Meinungsfreiheit lehnen wir verpflichtende Uploadfilter ab.,0.7161033
SPD,Mit dem Ansteigen des CO2-Preises werden wir für weitere sozial gerechte Ausgleichsmaßnahmen sorgen.,503,"Um einen künftigen Preisanstieg zu kompensieren und die Akzeptanz des Marktsystems zu gewährleisten, werden wir einen sozialen Kompensationsmechanismus über die Abschaffung der EEG- Umlage hinaus entwickeln (Klimageld).",0.7160057
SPD,"Unser Ziel bleiben europaweit Löhne, die zum Leben reichen, daher begrüßen wir den Vorschlag für einen Rechtsrahmen für europäische Mindestlöhne.",701,Wir unterstützen als eine Maßnahme die EU-Richtlinie für Lohntransparenz.,0.71591145
SPD,Mit aller Konsequenz und Härte werden wir weiter gegen Terror und Gewalt vorgehen.,605.1,"Rassismus bekämpfen Wir werden die Arbeit zur Bekämpfung von Rechtsextremismus und Rassismus fortsetzen, inhaltlich weiterentwickeln und sie nachhaltig finanziell absichern.",0.7159
SPD,Wir haben daher nach vielen Jahren immer neuer Sparrunden die Investitionen im Verteidigungshaushalt erhöht.,104,Wir werden das Budget für Arbeit und das Budget für Ausbildung weiter stärken und ausbauen.,0.7158879
SPD,Durch ausgeweitete vorsorgende Beratungsmöglichkeiten soll der Weg in die Überschuldung am besten von vornherein vermieden werden.,504,"Darüber hinaus sind Schritte zu vereinbaren, um den Staaten-Banken-Nexus zu begrenzen und eine übermäßige Konzentration von Staatsanleihen in den Bankbilanzen wirksam vorzubeugen.",0.715871
SPD,und die Schaffung von bezahlbarem Wohnraum in den Kommunen unterstützen.,504,"Sie soll nach den Grundsätzen der Wirtschaftlichkeit die Struktur der etablierten Wohnungswirtschaft ergänzen, ohne diese zu benachteiligen.",0.7158382
SPD,Die weitere Forschung hierzu werden wir unterstützen.,411,Wir wollen die Bauforschung stärken.,0.71574306
SPD,"Mit gezielten Impulsen zur Fachkräftesicherung werden wir die Länder beim weiteren Ausbau von Kitas, Ganztagsbetreuung an Schulen und Jugendeinrichtungen unterstützen.",701,"Wir werden die europäische und internationale Jugendarbeit, insbesondere für Auszubildende, stärken.",0.7156768
SPD,"Wir wollen allen gesetzlich verpflichtet Versicherten zusätzlich die Möglichkeit einräumen, sich in angemessenem Umfang ergänzend freiwillig in der gesetzlichen Rentenversicherung zu versichern.",504,Die geförderte zusätzliche private Altersvorsorge steht allen Erwerbstätigen offen.,0.7156719
SPD,Ein Paradigmenwechsel deutscher Europapolitik.,305.1,Staatsminister im Auswärtigen Amt stellt Bündnis 90 / Die Grünen.,0.7155961
SPD,Bund und Länder müssen als attraktiver öffentlicher Dienst untereinander wieder durchlässiger werden und gleichzeitig gegenüber der Wirtschaft wettbewerbsfähig sein.,303,"Die Bundesregierung wird die öffentliche Beschaffung und Vergabe wirtschaftlich, sozial, ökologisch und innovativ ausrichten und die Verbindlichkeit stärken, ohne dabei die Rechtssicherheit von Vergabeentscheidungen zu gefährden oder die Zugangshürden für den Mittelstand zu erhöhen.",0.71555424
SPD,"Europa muss den Dialog mit China über Kooperation und Wettbewerb geschlossen, konstruktiv und kritisch führen.",107,Wir streben eine enge transatlantische Abstimmung in der China-Politik an und suchen die Zusammenarbeit mit gleichgesinnten Ländern um strategische Abhängigkeiten zu reduzieren.,0.71553594
SPD,"Daher werden wir die geistes-, sozial-, und kulturwissenschaftliche Forschung gezielt fördern.",411,Wir fördern Forschung in Gedenkstätten.,0.71546423
SPD,Im Vordergrund stehen dabei die Modernisierung der technischen Ausstattung,411,Wir prüfen Lösungen zur Erleichterung der Nutzbarkeit solcher Geräte über die Nutzungszeit hinaus.,0.7153383
SPD,Update für die Gesundheit . . . . . . . . . . . . . . . . . > 17,,72 Pflege und Gesundheit ......................................................................................................................,0.7153331
SPD,Das Freiwillige Soziale Jahr Digital (FSJdigital) werden wir neu auflegen.,606.1,Wir werden den Internationalen Freiwilligendienst stärken und das „FSJ digital“ weiter aufbauen.,0.71527076
